Sentence,Validity,
"Long-term, Short-term, Medium-termDependency:Working of dispatcher is dependent on scheduler.Means dispatcher have to wait until scheduler selects a process.Scheduler works independently.",0,
"It works immediately when neededAlgorithm:Dispatcher has no specific algorithm for its implementationScheduler works on various algorithm  such as FCFS, SJF, RR etc.",0,
The time taken by dispatcher is called dispatch latency.,0,
"Time taken by scheduler is usually negligible.Hence we neglect it.Functions:Dispatcher is also responsible for:Context Switching, Switch to user mode, Jumping to proper location when process again restartedThe only work of scheduler is selection of processes.",0,
Scheduling of processes/work is done to finish the work on time.Below are different time with respect to a process.,0,
Time at which the process arrives in the ready queue.,0,
Time at which process completes its execution.more        Time required by a process for CPU execution.,0,
Time Difference between completion time and arrival time.,0,
Turn Around Time = Completion Time – Arrival Time Time Difference between turn around time and burst time.,0,
Waiting Time = Turn Around Time – Burst Time A typical process involves both I/O time and CPU time.,0,
"In a uni programming system like MS-DOS, time spent waiting for I/O is wasted and CPU is free during this time.",1,
"In multi programming systems, one process can use CPU while another is waiting for I/O.",1,
This is possible only with process scheduling.,0,
Max CPU utilization [Keep CPU as busy as possible]Fair allocation of CPU.Max throughput [Number of processes that complete their execution per time unit]Min turnaround time [Time taken by a process to finish execution]Min waiting time [Time a process waits in ready queue]Min response time [Time when a process produces first response]  Simplest scheduling algorithm that schedules according to arrival times of processes.,0,
First come first serve scheduling algorithm states that the process that requests the CPU first is allocated the CPU first.,0,
It is implemented by using the FIFO queue.,0,
"When a process enters the ready queue, its PCB is linked onto the tail of the queue.",0,
"When the CPU is free, it is allocated to the process at the head of the queue.",0,
The running process is then removed from the queue.,0,
FCFS is a non-preemptive scheduling algorithm.First come first serve suffers from convoy effect.,0,
Process which have the shortest burst time are scheduled first.If two processes have the same bust time then FCFS is used to break the tie.,0,
It is a non-preemptive scheduling algorithm.,0,
It is similar to SJF scheduling algorithm.,0,
"But, in this scheduling algorithm, we give priority to the process having the longest burst time.",0,
"This is non-preemptive in nature i.e., when any process starts executing, can’t be interrupted before complete execution.",0,
It is preemptive mode of SJF algorithm in which jobs are schedule according to shortest remaining time.,0,
It is preemptive mode of LJF algorithm in which we give priority to the process having largest burst time remaining.,0,
Each process is assigned a fixed time(Time Quantum/Time Slice) in cyclic way.It is designed especially for the time-sharing system.,0,
The ready queue is treated as a circular queue.,0,
"The CPU scheduler goes around the ready queue, allocating the CPU to each process for a time interval of up to 1-time quantum.",1,
"To implement Round Robin scheduling, we keep the ready queue as a FIFO queue of processes.",1,
New processes are added to the tail of the ready queue.,0,
"The CPU scheduler picks the first process from the ready queue, sets a timer to interrupt after 1-time quantum, and dispatches the process.",1,
One of two things will then happen.,0,
The process may have a CPU burst of less than 1-time quantum.,0,
"In this case, the process itself will release the CPU voluntarily.",0,
The scheduler will then proceed to the next process in the ready queue.,0,
"Otherwise, if the CPU burst of the currently running process is longer than 1-time quantum, the timer will go off and will cause an interrupt to the operating system.",0,
"A context switch will be executed, and the process will be put at the tail of the ready queue.",0,
The CPU scheduler will then select the next process in the ready queue.,0,
"In this scheduling, processes are scheduled according to their priorities, i.e., highest priority process is scheduled first.",0,
"If priorities of two processes match, then schedule according to arrival time.",0,
Here starvation of process is possible.,0,
"In this scheduling, processes with highest response ratio is scheduled.",0,
This algorithm avoids starvation.,0,
"According to the priority of process, processes are placed in the different queues.",0,
Generally high priority process are placed in the top level queue.,0,
"Only after completion of processes from top level queue, lower level queued processes are scheduled.",0,
It can suffer from starvation.,0,
It allows the process to move in between queues.,0,
The idea is to separate processes according to the characteristics of their CPU bursts.,0,
"If a process uses too much CPU time, it is moved to a lower-priority queue.",0,
"FCFS can cause long waiting times, especially when the first job takes too much CPU time.",0,
Both SJF and Shortest Remaining time first algorithms may cause starvation.,0,
"Consider a situation when the long process is there in the ready queue and shorter processes keep coming.If time quantum for Round Robin scheduling is very large, then it behaves same as FCFS scheduling.",0,
"SJF is optimal in terms of average waiting time for a given set of processes,i.e., average waiting time is minimum with this scheduling, but problems are, how to know/predict the time of next job.",0,
Consider a system which requires 40-time units of burst time.,0,
"The Multilevel feedback queue scheduling is used and time quantum is 2 unit for the top queue and is incremented by 5 unit at each level, then in what queue the process will terminate the execution?",0,
Which of the following is false about SJF?S1: It causes minimum average waiting timeS2: It can cause starvation(A) Only S1(B) Only S2(C) Both S1 and S2(D) Neither S1 nor S2Answer (D)S1 is true SJF will always give minimum average waiting time.S2 is true SJF can cause starvation.,0,
"Consider the following table of arrival time and burst time for three processes P0, P1 and P2.",0,
(GATE-CS-2011)The pre-emptive shortest job first scheduling algorithm is used.,0,
Scheduling is carried out only at arrival or completion of processes.,0,
What is the average waiting time for the three processes?,0,
(A) 5.0 ms(B) 4.33 ms(C) 6.33(D) 7.33Solution :Answer: – (A)Process P0 is allocated processor at 0 ms as there is no other process in the ready queue.,0,
P0 is preempted after 1 ms as P1 arrives at 1 ms and burst time for P1 is less than remaining time of P0.,0,
P1 runs for 4ms.,0,
P2 arrived at 2 ms but P1 continued as burst time of P2 is longer than P1.,0,
"After P1 completes, P0 is scheduled again as the remaining time for P0 is less than the burst time of P2.P0 waits for 4 ms, P1 waits for 0 ms and P2 waits for 11 ms.",0,
So average waiting time is (0+4+11)/3 = 5.,0,
"Consider the following set of processes, with the arrival times and the CPU-burst times given in milliseconds (GATE-CS-2004)What is the average turnaround time for these processes with the preemptive shortest remaining processing time first (SRPT) algorithm ?",0,
(A) 5.50(B) 5.75(C) 6.00(D) 6.25Answer (A)Solution:The following is Gantt Chart of executionP1P2P4P3P1145812Turn Around Time = Completion Time – Arrival TimeAvg Turn Around Time  =  (12 + 3 + 6+  1)/4 = 5.50 An operating system uses the Shortest Remaining Time first (SRTF) process scheduling algorithm.,0,
Consider the arrival times and execution times for the following processes:What is the total waiting time for process P2?,0,
"(A) 5(B) 15(C) 40(D) 55Answer (B)At time 0, P1 is the only process, P1 runs for 15 time units.At time 15, P2 arrives, but P1 has the shortest remaining time.",0,
"So P1 continues for 5 more time units.At time 20, P2 is the only process.",0,
"So it runs for 10 time unitsAt time 30, P3 is the shortest remaining time process.",0,
"So it runs for 10 time unitsAt time 40, P2 runs as it is the only process.",0,
"P2 runs for 5 time units.At time 45, P3 arrives, but P2 has the shortest remaining time.",0,
"An Operating System performs all the basic tasks like managing file,process, and memory.",0,
"Thus operating system acts as manager of all the resources, i.e.",0,
Thus operating system becomes an interface between user and machine.,1,
Some of the widely used operating systems are as follows-This type of operating system does not interact with the computer directly.,0,
There is an operator which takes similar jobs having same requirement and group them into batches.,0,
It is the responsibility of operator to sort the jobs with similar needs.,0,
It is very difficult to guess or know the time required by any job to complete.,0,
Processors of the batch systems know how long the job would be when it is in queue,0,
Multiple users can share the batch systems,0,
The idle time for batch system is very less,0,
It is easy to manage large work repeatedly in batch systems,0,
The computer operators should be well known with batch systems,0,
Batch systems are hard to debug,0,
It is sometime costly,0,
The other jobs will have to wait for an unknown time if any job fails,0,
"Each task is given some time to execute, so that all the tasks work smoothly.",0,
Each user gets time of CPU as they use single system.,0,
These systems are also known as Multitasking Systems.,0,
The task can be from single user or from different users also.,0,
The time that each task gets to execute is called quantum.,1,
"After this time interval is over OS switches over to next task.Each task gets an equal opportunity, less chances of duplication of software, CPU idle time can be reduced",0,
"Reliability problem, One must have to take care of security and intexamplerity of user programs and dataData communication problem Multics, Unix etc.These types of operating system is a recent advancement in the world of computer technology and are being widely accepted all-over the world and, that too, with a great pace.",0,
Various autonomous interconnected computers communicate each other using a shared communication network.,0,
Independent systems possess their own memory unit and CPU.,0,
These are referred as  or distributed systems.,0,
These system’s processors differ in size and function.,0,
"The major benefit of working with these types of operating system is that it is always possible that one user can access the files or software which are not actually present on his system but on some other system connected within this network i.e., remote access is enabled within the devices connected in that network.Failure of one will not affect the other network communication, as all systems are independent from each otherElectronic mail increases the data exchange speedSince resources are being shared, computation is highly fast and durableLoad on host computer reducesThese systems are easily scalable as many systems can be easily added to the networkDelay in data processing reducesFailure of the main network will stop the entire communicationTo establish distributed systems the language which are used are not well defined yetThese types of systems are not readily available as they are very expensive.",0,
"Not only that the underlying software is highly complex and not understood well yet LOCUS etc.These systems run on a server and provide the capability to manage data, users, groups, security, applications, and other networking functions.",0,
"These type of operating systems allow shared access of files, printers, security, applications, and other networking functions over a small private network.",0,
"One more important aspect of Network Operating Systems is that all the users are well aware of the underlying configuration, of all other users within the network, their individual connections etc.",0,
"and that’s why these computers are popularly known as .Highly stable centralized serversSecurity concerns are handled through serversNew technologies and hardware up-gradation are easily intexamplerated to the systemServer access are possible remotely from different locations and types of systemsServers are costlyUser has to depend on central location for most operationsMaintenance and updates are required rexampleularly Microsoft Windows Server 2003, Microsoft Windows Server 2008, UNIX, Linux, Mac OS X, Novell NetWare, and BSD etc.These types of OSs serves the real-time systems.",0,
The time interval required to process and respond to inputs is very small.,0,
This time interval is called .,0,
"are used when there are time requirements are very strict like missile systems, air traffic control systems, robots etc.These OSs are meant for the applications where time constraints are very strict and even the shortest possible delay is not acceptable.",0,
These systems are built for saving life like automatic parachutes or air bags which are required to be readily available in case of any accident.,0,
Virtual memory is almost never found in these systems.These OSs are for applications where for time-constraint is less strict.,0,
"Maximum utilization of devices and system,thus more output from all the resources  Time assigned for shifting tasks in these systems are very less.",0,
For example in older systems it takes about 10 micro seconds in shifting one task to another and in latest systems it takes 3 micro seconds.,0,
Focus on running applications and less importance to applications which are in queue.,0,
"Since size of programs are small, RTOS can also be used in embedded systems like in transport and others.",0,
These types of systems are error free.,0,
Memory allocation is best managed in these type of systems.,0,
Very few tasks run at the same time and their concentration is very less on few applications to avoid errors.,0,
Sometimes the system resources are not so good and they are expensive as well.,0,
The algorithms are very complex and difficult for the designer to write on.,0,
It needs specific device drivers and interrupt signals to response earliest to interrupts.,0,
It is not good to set thread priority as these systems are very less prone to switching tasks.,0,
"Scientific experiments, medical imaging systems, industrial control systems, weapon systems, robots, air traffic control systems, etc.",0,
An operating system acts as an intermediary between the user of a computer and computer hardware.,1,
The purpose of an operating system is to provide an environment in which a user can execute programs in a convenient and efficient manner.An operating system is a software that manages the computer hardware.,0,
"The hardware must provide appropriate mechanisms to ensure the correct operation of the computer system and to prevent user programs from interfering with the proper operation of the system.Operating System – Definition:An operating system is a program that controls the execution of application programs and acts as an interface between the user of a computer and the computer hardware.A more common definition is that the operating system is the one program running at all times on the computer (usually called the kernel), with all else being application programs.An operating system is concerned with the allocation of resources and services, such as memory, processors, devices, and information.",0,
"The operating system correspondingly includes programs to manage these resources, such as a traffic controller, a scheduler, memory management module, I/O programs, and a file system.Functions of Operating system – Operating system performs three functions:Convenience: An OS makes a computer more convenient to use.Efficiency: An OS allows the computer system resources to be used in an efficient manner.Ability to Evolve: An OS should be constructed in such a way as to permit the effective development, testing and introduction of new system functions at the same time without interfering with service.Operating system as User Interface –UserSystem and application programsOperating systemHardwareEvery general-purpose computer consists of the hardware, operating system, system programs, and application programs.",0,
"The hardware consists of memory, CPU, ALU, and I/O devices, peripheral device, and storage device.",1,
"System program consists of compilers, loaders, editors, OS, etc.",1,
"The application program consists of business programs, database programs.",0,
Every computer must have an operating system to run other programs.,0,
The operating system coordinates the use of the hardware among the various system programs and application programs for various users.,0,
It simply provides an environment within which other programs can do useful work.,0,
The operating system is a set of special programs that run on a computer system that allows it to work properly.,0,
"It performs basic tasks such as recognizing input from the keyboard, keeping track of files and directories on the disk, sending output to the display screen and controlling peripheral devices.OS is designed to serve two basic purposes:It controls the allocation and use of the computing System’s resources among the various user and tasks.It provides an interface between the computer hardware and the programmer that simplifies and makes feasible for coding, creation, debugging of application programs.The Operating system must support the following tasks.",0,
"The task are:Provides the facilities to create, modification of programs and data files using an editor.Access to the compiler for translating the user program from high level language to machine language.Provide a loader program to move the compiled program code to the computer’s memory for execution.Provide routines that handle the details of I/O programming.I/O System Management –The module that keeps track of the status of devices is called the I/O traffic controller.",0,
Each I/O device has a device handler that resides in a separate process associated with that device.The I/O subsystem consists ofA memory Management component that includes buffering caching and spooling.A general device driver interface.Drivers for specific hardware devices.Assembler –The input to an assembler is an assembly language program.,0,
The output is an object program plus information that enables the loader to prepare the object program for execution.,0,
"At one time, the computer programmer had at his disposal a basic machine that interpreted, through hardware, certain fundamental instructions.",0,
"He would program this computer by writing a series of ones and Zeros (Machine language), place them into the memory of the machine.Compiler",0,
"The High-level languages- examples are FORTRAN, COBOL, ALGOL and PL/I are processed by compilers and interpreters.",1,
A compiler is a program that accepts a source program in a “high-level language “and produces a corresponding object program.,1,
An interpreter is a program that appears to execute a source program as if it was machine language.,1,
"The same name (FORTRAN, COBOL, etc.)",0,
is often used to designate both a compiler and its associated language.,0,
A Loader is a routine that loads an object program and prepares it for execution.,1,
"There are various loading schemes: absolute, relocating and direct-linking.",1,
"In general, the loader must load, relocate and link the object program.",1,
The loader is a program that places programs into memory and prepares them for execution.,1,
"In a simple loading scheme, the assembler outputs the machine language translation of a program on a secondary device and a loader places it in the core.",0,
The loader places into memory the machine language version of the user’s program and transfers control to it.,0,
"Since the loader program is much smaller than the assembler, those make more core available to the user’s program.History of Operating system – Operating system has been evolving through the years.",0,
Multiprogramming–Batch Operating System - Sequence of jobs in a program on a computer without manual interventions.,0,
Time sharing operating System - allows many users to share the computer resources.,0,
(Max utilization of the resources).,0,
Distributed operating System manages a group of different computers and make appear to be a single computer.,1,
Network operating system- computers running in different operating system can participate in common network (It is used for security purpose).,0,
Real time operating system – meant applications to fix the deadlines.,0,
"Examples of Operating System are – Windows (GUI based, PC), GNU/Linux (Personal, Workstations, ISP, File and print server, Three-tier client/Server), macOS (Macintosh), used for Apple’s personal computers and work stations (MacBook, iMac).Android (Google’s Operating System for smartphones/tablets/smartwatches)iOS (Apple’s OS for iPhone, iPad and iPod Touch)",1,
A process is a program in execution.,1,
"when we write a program in C or C++ and compile it, the compiler creates binary code.",1,
The original code and binary code are both programs.,0,
"When we actually run the binary code, it becomes a process.",1,
"A process is an ‘active’ entity, as opposed to a program, which is considered to be a ‘passive’ entity.",1,
"A single program can create many processes when run multiple times; for example, when we open a .exe or binary file multiple times, multiple instances begin",1,
"A Process, sometimes known as the Text Section, also includes the current activity represented by the value of the program counter.",0,
"The Stack contains the temporary data, such as function parameters, returns addresses, and local variables.",1,
Dynamically allocated memory to process during its run time.Refer this for more details on sections.A process has following attributes.All of the above attributes of a process are also known as the.,0,
Every process has its own program control block,1,
All of the above attributes are part of the PCB.,0,
A process is in one of the following states:The process of saving the context of one process and loading the context of another process is known as Context Switching.,0,
"In simple terms, it is like loading and unloading the process from running state to ready state.",0,
When a high-priority process comes to ready state (i.e.,0,
with higher priority than the running process)2.,0,
An Interrupt occurs3.,0,
User and kernel mode switch (It is not necessary though)4.,0,
"Preemptive CPU scheduling used.A mode switch occurs when CPU privilege level is changed, for example when a system call is made or a fault occurs.",0,
The kernel works in more a privileged mode than a standard user task.,0,
"If a user process wants to access things which are only accessible to the kernel, a mode switch must occur.",0,
The currently executing process need not be changed during a mode switch.A mode switch typically occurs for a process context switch to occur.,0,
Only the kernel can cause a context switch.,1,
A CPU-bound process requires more CPU time or spends more time in the running state.,1,
An I/O-bound process requires more I/O time and less CPU time.,1,
An I/O-bound process spends more time in the waiting state.,1,
Which of the following need not necessarily be saved on a context switch between processes?,0,
"(GATE-CS-2000)(A) General purpose registers(B) Translation lookaside buffer(C) Program counter(D) All of the aboveIn a process context switch, the state of the first process must be saved somehow, so that when the scheduler gets back to the execution of the first process, it can restore this state and continue.",0,
"The state of the process includes all the registers that the process may be using, especially the program counter, plus any other operating system-specific data that may be necessary.",1,
A translation look-aside buffer (TLB) is a CPU cache that memory management hardware uses to improve virtual address translation speed.,1,
"A TLB has a fixed number of slots that contain page table entries, which map virtual addresses to physical addresses.",1,
"On a context switch, some TLB entries can become invalid, since the virtual-to-physical mapping is different.",1,
The simplest strategy to deal with this is to completely flush the TLB.,0,
Context switching can occur only in kernel mode.,1,
"States of a process are as following:New (Create) – In this step, the process is about to be created but not yet created, it is the program which is present in secondary memory that will be picked up by OS to create the process.Ready – New -> Ready to run.",0,
"After the creation of a process, the process enters the ready state i.e.",0,
the process is loaded into the main memory.,0,
The process here is ready to run and is waiting to get the CPU time for its execution.,0,
Processes that are ready for execution by the CPU are maintained in a queue for ready processes.,1,
Run – The process is chosen by CPU for execution and the instructions within the process are executed by any one of the available CPU cores.Blocked or wait – Whenever the process requests access to I/O or needs input from the user or needs access to a critical region(the lock for which is already acquired) it enters the blocked or wait state.,0,
The process continues to wait in the main memory and does not require CPU.,0,
Once the I/O operation is completed the process goes to the ready state.Terminated or completed – Process is killed as well as PCB is deleted.Suspend ready – Process that was initially in the ready state but were swapped out of main memory(refer Virtual Memory topic) and placed onto external storage by scheduler are said to be in suspend ready state.,0,
The process will transition back to ready state whenever the process is again brought onto the main memory.Suspend wait or suspend blocked – Similar to suspend ready but uses the process which was performing I/O operation and lack of main memory caused them to move to secondary memory.When work is finished it may go to suspend ready.CPU and IO Bound Processes:If the process is intensive in terms of CPU operations then it is called CPU bound process.,0,
"Similarly, If the process is intensive in terms of I/O operations then it is called IO bound process.Types of schedulers:Long term – performance – Makes a decision about how many processes should be made to stay in the ready state, this decides the degree of multiprogramming.",0,
Once a decision is taken it lasts for a long time hence called long term scheduler.Short term – Context switching time – Short term scheduler will decide which process to be executed next and then it will call dispatcher.,0,
A dispatcher is a software that moves process from ready to run and vice versa.,1,
"In other words, it is context switching.",0,
Swapping time – Suspension decision is taken by medium term scheduler.,1,
Medium term scheduler is used for swapping that is moving the process from main memory to secondary and vice versa.Multiprogramming – We have many processes ready to run.,0,
There are two types of multiprogramming:Pre-emption – Process is forcefully removed from CPU.,0,
Pre-emption is also called as time sharing or multitasking.Non pre-emption – Processes are not removed until they complete the execution.,0,
"Degree of multiprogramming –The number of processes that can reside in the ready state at maximum decides the degree of multiprogramming, example, if the degree of programming = 100, this means 100 processes can reside in the ready state at maximum.",1,
A computer without a program running is just an inert hunk of electronics.,0,
The first thing a computer has to do when it is turned on is to start up a special program called an operating system.,1,
The operating system’s job is to help other computer programs to work by handling the messy details of controlling the computer’s hardware.The boot process is something that happens every time you turn your computer on.,0,
"You don’t really see it, because it happens so fast.",0,
"You press the power button come back a few minutes later and Windows XP, or Windows Vista, or whatever Operating System you use is all loaded.",0,
"The BIOS chip tells it to look in a fixed place, usually on the lowest-numbered hard disk (the boot disk) for a special program called a boot loader (under Linux the boot loader is called Grub or LILO).",1,
The boot loader is pulled into memory and started.,0,
The boot loader’s job is to start the real operating system.,1,
(Power On Self Test) The Power On Self Test happens each time you turn your computer on.,1,
It sounds complicated and that’s because it kind of is.,0,
Your computer does so much when its turned on and this is just part of that.It initializes the various hardware devices.,0,
It is an important process so as to ensure that all the devices operate smoothly without any conflicts.,0,
BIOSes following ACPI create tables describing the devices in the computer.The POST first checks the bios and then tests the CMOS RAM.,1,
"If there is no problem with this then POST continues to check the CPU, hardware devices such as the Video Card, the secondary storage devices such as the Hard Drive, Floppy Drives, Zip Drive or CD/DVD Drives.",1,
If some errors found then an error message is displayed on the screen or a number of beeps are heard. These beeps are known as POST beep codes.,1,
"The Master Boot Record (MBR) is a small program that starts when the computer is booting, in order to find the operating system (example Windows XP).",1,
"This complicated process (called the Boot Process) starts with the POST (Power On Self Test) and ends when the Bios searches for the MBR on the Hard Drive, which is generally located in the first sector, first head, first cylinder (cylinder 0, head 0, sector 1).A typical structure looks like:The bootstrap loader is stored in computer’s EPROM, ROM, or another non-volatile memory.",0,
"When the computer is turned on or restarted, it first performs the power-on-self-test, also known as POST.",0,
"If the POST is successful and no issues are found, the bootstrap loader will load the operating system for the computer into memory.",0,
"The computer will then be able to quickly access, load, and run the operating system.",1,
init is the last step of the kernel boot sequence.,0,
It looks for the file /etc/inittab to see if there is an entry for initdefault.,1,
It is used to determine initial run-level of the system.,1,
A run-level is used to decide the initial state of the operating system.Some of the run levels are:0 –> System Halt 1 –> Single user mode3 –> Full multiuser mode with network5 –> Full multiuser mode with network and X display manager6 –> RebootThe above design of init is called SysV- pronounced as System five.,0,
Several other implementations of init have been written now.,0,
Some of the popular implementatios are systemd and upstart.,1,
Upstart is being used by ubuntu since 2006.,1,
More details of the upstart can be found here.,0,
The next step of init is to start up various daemons that support networking and other services.,1,
X server daemon is one of the most important daemon.,0,
"It manages display, keyboard, and mouse.",0,
When X server daemon is started you see a Graphical Interface and a login screen is displayed.,1,
"CPU Scheduling, Multilevel Queue Scheduling This Scheduling is like Multilevel Queue(MLQ) Scheduling but in this process can move between the queues.",0,
"keep analyzing the behavior (time of execution) of processes and according to which it changes its priority.Now, look at the diagram and explanation below to understand it properly.",0,
"Now let us suppose that queue 1 and 2 follow round robin with time quantum 4 and 8 respectively and queue 3 follow FCFS.One implementation of MFQS is given below –  When a process starts executing then it first enters queue 1.In queue 1 process executes for 4 unit and if it completes in this 4 unit or it gives CPU for I/O operation in this 4 unit than the priority of this process does not change and if it again comes in the ready queue than it again starts its execution in Queue 1.If a process in queue 1 does not complete in 4 unit then its priority gets reduced and it shifted to queue 2.Above points 2 and 3 are also true for queue 2 processes but the time quantum is 8 unit.In a general case if a process does not complete in a time quantum than it is shifted to the lower priority queue.In the last queue, processes are scheduled in FCFS manner.A process in lower priority queue can only execute only when higher priority queues are empty.A process running in the lower priority queue is interrupted by a process arriving in the higher priority queue.Well, above implementation may differ for example the last queue can also follow Round-robin Scheduling.",0,
A process in the lower priority queue can suffer from starvation due to some short processes taking all the CPU time.,1,
A simple solution can be to boost the priority of all the process after regular intervals and place them all in the highest priority queue.,0,
"Firstly, it is more flexible than the multilevel queue scheduling.To optimize turnaround time algorithms like SJF is needed which require the running time of processes to schedule them.",0,
But the running time of the process is not known in advance.,0,
MFQS runs a process for a time quantum and then it can change its priority(if it is a long process).,0,
Thus it learns from past behavior of the process and then predicts its future behavior.This way it tries to run shorter process first thus optimizing turnaround time.MFQS also reduces the response time.,0,
"Consider a system which has a CPU bound process, which requires the burst time of 40 seconds.The multilevel Feed Back Queue scheduling algorithm is used and the queue time quantum ‘2’ seconds and in each level it is incremented by ‘5’ seconds.Then how many times the process will be interrupted and on which queue the process will terminate the execution?",0,
Process P needs 40 Seconds for total execution.,0,
At Queue 1 it is executed for 2 seconds and then interrupted and shifted to queue 2.,0,
At Queue 2 it is executed for 7 seconds and then interrupted and shifted to queue 3.,0,
At Queue 3 it is executed for 12 seconds and then interrupted and shifted to queue 4.,0,
At Queue 4 it is executed for 17 seconds and then interrupted and shifted to queue 5.,0,
At Queue 5 it executes for 2 seconds and then it completes.,0,
Hence the process is interrupted 4 times and completes on queue 5.,0,
"It is more flexible.It allows different processes to move between different queues.It prevents starvation by moving a process that waits too long for lower priority queue to the higher priority queue.For the selection of the best scheduler, it require some other means to select the values.It produces more CPU overheads.It is most complex algorithm.",0,
Operating System acts as a communication bridge (interface) between the user and computer hardware.,1,
The purpose of an operating system is to provide a platform on which a user can execute programs in a convenient and efficient manner.An operating system is a piece of software that manages the allocation of computer hardware.,0,
"The coordination of the hardware must be appropriate to ensure the correct working of the computer system and to prevent user programs from interfering with the proper working of the system.Example: Just like a boss gives order to his employee, in the similar way we request or pass our orders to the Operating System.",0,
"The main goal of the Operating System is to thus make the computer environment more convenient to use and the secondary goal is to use the resources in the most efficient manner.An operating system is a program on which application programs are executed and acts as an communication bridge (interface) between the user and the computer hardware.The main task an operating system carries out is the allocation of resources and services, such as allocation of: memory, devices, processors and information.",0,
"The operating system also includes programs to manage these resources, such as a traffic controller, a scheduler, memory management module, I/O programs, and a file system.The operating system uses password protection to protect user data and similar other techniques.",0,
it also prevents unauthorized access to programs and user data.,0,
Monitors overall system health to help improve performance.,0,
records the response time between service requests and system response to have a complete view of the system health.,0,
This can help improve performance by providing important information needed to troubleshoot problems.,0,
"Operating system Keeps track of time and resources used by various tasks and users, this information can be used to track resource usage for a particular user or group of user.",0,
Operating system constantly monitors the system to detect errors and avoid the malfunctioning of computer system.,1,
"Operating systems also coordinate and assign interpreters, compilers, assemblers and other software to the various users of the computer systems.",0,
The operating system manages the Primary Memory or Main Memory.,1,
Main memory is made up of a large array of bytes or words where each byte or word is assigned a certain address.,1,
Main memory is a fast storage and it can be accessed directly by the CPU.,1,
"For a program to be executed, it should be first loaded in the main memory.",0,
"An Operating System performs the following activities for memory management:It keeps tracks of primary memory, i.e., which bytes of memory are used by which user program.",0,
The memory addresses that have already been allocated and the memory addresses of the memory that has not yet been used.,0,
"In multi programming, the OS decides the order in which process are granted access to memory, and for how long.",1,
It Allocates the memory to a process when the process requests it and deallocates the memory when the process has terminated or is performing an I/O operation.,0,
"In a multi programming environment, the OS decides the order in which processes have access to the processor, and how much processing time each process has.",0,
This function of OS is called process scheduling.,0,
An Operating System performs the following activities for processor management.Keeps tracks of the status of processes.,0,
The program which perform this task is known as traffic controller.,0,
Allocates the CPU that is processor to a process.,0,
De-allocates processor when a process is no more required.,0,
An OS manages device communication via their respective drivers.,0,
It performs the following activities for device management.,0,
Keeps tracks of all devices connected to system.,0,
designates a program responsible for every device known as the Input/Output controller.,0,
Decides which process gets access to a certain device and for how long.,0,
Allocates devices in an effective and efficient way.,0,
Deallocates devices when they are no longer required.,0,
A file system is organized into directories for efficient or easy navigation and usage.,0,
These directories may contain other directories and other files.,0,
An Operating System carries out the following file management activities.,0,
"It keeps track of where information is stored, user access settings and status of every file and more… These facilities are collectively known as the file system.Moreover, Operating System also provides certain services to the computer system in one form or the other.The Operating System provides certain services to the users which can be listed in the following manner:: The Operating System is responsible for execution of all types of programs whether it be user programs or system programs.",0,
The Operating System utilises various resources available for the efficient running of all types of functionalities.,0,
"The Operating System is responsible for handling all sort of inputs, i.e, from keyboard, mouse, desktop, etc.",1,
"The Operating System does all interfacing in the most appropriate manner rexamplerading all kind of Inputs and Outputs.For example, there is difference in nature of all types of peripheral devices such as mouse or keyboard, then Operating System is responsible for handling data between them.",0,
"The Operating System is responsible for making of decisions regarding the storage of all types of data or files, i.e, floppy disk/hard disk/pen drive, etc.",1,
The Operating System decides as how should the data should be manipulated and stored.,1,
The Operating System is responsible for detection of any types of error or bugs that can occur while any task.,1,
The well secured OS sometimes also acts as countermeasure for preventing any sort of breach to the Computer System from any external source and probably handling them.,0,
The Operating System ensures the proper use of all the resources available by deciding which resource to be used by whom for how much time.,1,
All the decisions are taken by the Operating System.,0,
The Operating System tracks an account of all the functionalities taking place in the computer system at a time.,1,
All the details such as the types of errors occurred are recorded by the Operating System.,1,
The Operating System is responsible for using all the information and resources available on the machine in the most protected way.,1,
The Operating System must foil an attempt from any external resource to hamper any sort of data or information.All these services are ensured by the Operating System for the convenience of the users to make the programming task easier.,0,
All different kinds of Operating System more or less provide the same services.,0,
Don’t stop learning now.,0,
While creating a process the operating system performs several operations.,0,
"To identify the processes, it assigns a process identification number (PID) to each process.",0,
"As the operating system supports multi-programming, it needs to keep track of all the processes.",1,
"For this task, the process control block (PCB) is used to track the process’s execution status.",1,
"Each block of memory contains information about the process state, program counter, stack pointer, status of opened files, scheduling algorithms, etc.",1,
All these information is required and must be saved when the process is switched from one state to another.,0,
"When the process makes a transition from one state to another, the operating system must update information in the process’s PCB.A process control block (PCB) contains information about the process, i.e.",0,
"registers, quantum, priority, etc.",0,
"The process table is an array of PCB’s, that means logically contains a PCB for all of the current processes in the system.Pointer – It is a stack pointer which is required to be saved when the process is switched from one state to another to retain the current position of the process.Process state – It stores the respective state of the process.Process number – Every process is assigned with a unique id known as process ID or PID which stores the process identifier.Program counter – It stores the counter which contains the address of the next instruction that is to be executed for the process.Register – These are the CPU registers which includes: accumulator, base, registers and general purpose registers.Memory limits – This field contains the information about memory management system used by operating system.",0,
